894;IUT;;Non;;;99 Avenue d'Occitanie;34296;MONTPELLIER CEDEX 5 ;Non;DUT INFO
895;IUT;;Non;;;99 Avenue d'Occitanie;34296;MONTPELLIER CEDEX 5 ;Non;DUT CHIMIE
896;IUT;;Non;;;99 Avenue d'Occitanie;34296;MONTPELLIER CEDEX 5 ;Non;DUT BIO
897;IUT;;Non;;;99 Avenue d'Occitanie;34296;MONTPELLIER CEDEX 5 ;Non;DUT GEII
898;IUT;;Non;04 67 11 18 00;dir-iut.beziers@univ-montp2.fr;Place du 14 juillet;34500;BEZIERS   ;Non;DUT SRC
899;IUT;;Non;;;Place du 14 juillet;34500;BEZIERS   ;Non;DUT GTR
900;Lycée CLOS BANET;;Non;04 68.50.04.13;;Avenue Jean Gilles;66028;PERPIGNAN CEDEX  ;Non;Non
901;IUT;;Non;04 68 66 24 00;iut@univ-perp.fr;Chemin de la Passio Vella  BP 79905;66962;PERPIGNAN CEDEX 9 ;Non;DUT GIM
902;IUT;;Non;;;Chemin de la Passio Vella  BP 79905;66962;PERPIGNAN CEDEX 9 ;Non;DUT BIO
903;Lycée Charles de Foucauld;13-sept.-16;Non;03 83 35 27 14;rens@lycee-charlesdefoucauld.fr;1 Rue Jeannot;54000;NANCY   ;S;MS - SN
904;Lycée Saint-Léon;13-sept.-16;Non;03 83 28 45 64;leonan2@scolalor.tm.fr;32 avenue Foch;54000;NANCY   ;S;Non
905;Lycée Jeanne d'Arc;13-sept.-16;Non;03 83 36 77 89;ce.0540039@ac-nancy-metz.fr;16 rue Pierre Fourier ;54000;NANCY   ;S;Non
906;Lycée Pierre de Coubertin;13-sept.-16;Non;03 83 28 49 49;lycee.coubertin@laposte.net;5 rue du Président Robert Schuman;54000;NANCY   ;STI2D;SN
907;Lycée Saint-Dominique;13-sept.-16;Non;03 83 36 47 57;sdonan2@scolalor.tm.fr;11 Rue du Manège BP 20223;54004;NANCY CEDEX  ;S;Non
908;Lycée Frédéric Chopin;13-sept.-16;Non;03 83 40 20 42;ce.0540040@ac-nancy-metz.fr;Esplanade Jacques Baudot CS 54238;54042;NANCY CEDEX  ;S;SIO
909;Lycée Henri Loritz;13-sept.-16;Non;03 83 36 75 42; ce.0540042@ac-nancy-metz.fr;29 rue des Jardiniers BP 4218;54042;NANCY CEDEX  ;S  STI2D;CPRP - CPI - CRSA - ELEC - FOND - SN - TC
910;Lycée Henri Poincaré;13-sept.-16;Non;03 83 17 39 40;ce.0540038@ac-nancy-metz.fr;2 rue de la Visitation  BP 4202;54042;NANCY CEDEX  ;S;CPGE BCPST - MP - PC – PSI
911;Lycée Notre-Dame - Saint-Sigisbert;13-sept.-16;Non;03 83 17 33 80;ce.0541318@ac-nancy-metz.fr;19 Cours Leopold;54042;NANCY CEDEX  ;S;Non
912;Lycée Georges de la Tour;13-sept.-16;Non;03 83 96 48 98;ce.0540041@ac-nancy-metz.fr;5 rue de la Croix St Claude BP 75229;54052;NANCY   ;S;Non
913;Iut de Nancy-Charlemagne;13-sept.-16;Non;03 72 74 33 70;iutnc-info-admin@univ-lorraine.fr ;2ter boulevard Charlemagne CS 55227;54052;NANCY CEDEX  ;Non;DUT  INFO
914;Lycée La Malgrange;13-sept.-16;Non;03 83 51 47 54;contact@lamalgrange.net;Avenue de La Malgrange;54140;JARVILLE LA MALGRANGE ;Oui;Non
915;Lycée de l'Assomption;13-sept.-16;Non;03 82 46 11 04;assbri2@scolalor.tm.fr;1 rue du Maréchal Foch;54150;BRIEY   ;Oui;Non
916;Lycée Louis Bertrand;13-sept.-16;Non;03 82.46.21.04;ce.0541286@ac-nancy-metz.fr;27 Avenue Albert de Briey  BP 30200;54154;BRIEY CEDEX  ;Oui;Non
917;Lycée Louis Majorelle;13-sept.-16;Non;03 83 43 02 90;ce.0540066@ac-nancy-metz.fr;16 Rue de la Porte de Toul;54200;TOUL   ;Oui;Non
918;Lycée Jean-Baptiste Vatelot;13-sept.-16;Non;03 83 65 20 40;jbvatelot@jbvatelot.com;6 rue de la République BP 30061;54203;TOUL CEDEX  ;Oui;Non
919;Lycée des métiers d'art et de la maîtrise de l'énergie électrique Boutet-de-Monvel;13-sept.-16;Non;03 83 73 01 86;ce.0542293@ac-nancy-metz.fr;4 rue Jacques-Marie Boutet-de-Monvel;54300;LUNEVILLE   ;Oui;Oui
920;Lycée Saint-Pierre Fourier;13-sept.-16;Non;03 83 74 09 78;pflun2@scolalor.net;14 rue des Bénédictins;54300;LUNEVILLE   ;Oui;Non
921;Lycée Ernest Bichat;13-sept.-16;Non;03 83 76 04 04 ;ce.0540034@ac-nancy-metz.fr;4 avenue du Docteur Paul Kahn;54301;LUNEVILLE CEDEX  ;Oui;Non
922;Iut de Longwy - Henri Poincaré - Site principal (Cosnes et Romain);29-sept.-16;Non;03 82 39 62 51;harouna.souley@univ-lorraine.fr ;186, rue de Lorraine;54400;COSNES et ROMAIN ;Non;DUT GEII
923;Iut de Longwy - Henri Poincaré - Site principal (Cosnes et Romain);29-sept.-16;Non;03 82 39 62 71;pascal.mathieu@univ-lorraine.fr ;186, rue de Lorraine;54400;COSNES et ROMAIN ;Non;DUT GTE
924;Lycée des Récollets;13-sept.-16;Non;03 82 25 99 20;reclwy2@scolalor.tm.fr;44 rue Général Pershing;54400;LONGWY   ;Oui;Non
925;Lycée polyvalent Alfred Mézières;13-sept.-16;Non;03 82 39 53 53;ce.0540030@ac-nancy-metz.fr;3 avenue Malraux BP 50018;54401;LONGWY CEDEX  ;Oui;Oui
926;Iut de Nancy-Brabois - Site de Vandoeuvre-lès-Nancy;13-sept.-16;Oui;03.83.68.25.60;xavier.castell@univ-lorraine.fr ;9 Avenue de la Forêt de Haye;54500;VANDOEUVRE les NANCY ;Non;Non
927;Lycée Jacques Callot;13-sept.-16;Non;03 83 55 03 50;ce.0540070@ac-nancy-metz.fr;12 Rue Jacques Callot;54500;VANDOEUVRE LES NANCY ;S;Non
928;Lycée Arthur Varoquaux;13-sept.-16;Oui;03 83 29 28 35 ;ce.0540044@ac-nancy-metz.fr;10 Rue Jean Moulin BP10049;54510;TOMBLAINE   ;Oui;Oui
929;Lycée des métiers du bâtiment et de l'énergie Emmanuel Héré;13-sept.-16;Non;03 83 90 83 30;ce.0542262@ac-nancy-metz.fr;86 Boulevard Maréchal Foch;54520;LAXOU   ;Oui;Oui
930;Lycée polyvalent Stanislas;13-sept.-16;Non;03 83 91 35 35;ce.0542208@ac-nancy-metz.fr;468 rue de Vandoeuvre;54600;VILLERS LES NANCY ;Oui;Oui
931;Iut de Nancy-Brabois;30/09/2016;Oui;03 83 68 25 50;p.fontaine@univ-lorraine.fr-lorraine.fr ;Rue du doyen Urion CS 90137;54601;VILLERS-LES-NANCY CEDEX  ;Non;Non
932;Iut de Nancy-Brabois;30/09/2017;Non;03 83 65 25 10;viviane.renaudin@univ-lorraine.fr ;Rue du doyen Urion CS 90137;54601;VILLERS-LES-NANCY CEDEX  ;Non;DUT 
933;Iut de Nancy-Brabois;30/09/2018;Non;03 83 68 25 30;eric.pradier@univ-lorraine.fr ;Rue du doyen Urion CS 90137;54601;VILLERS-LES-NANCY CEDEX  ;Non;DUT 
934;Iut de Nancy-Brabois;30/09/2019;Non;03 83 68 25 90;cedric.join@univ-lorraine.fr ;Rue du doyen Urion CS 90137;54601;VILLERS-LES-NANCY CEDEX  ;Non;DUT 
935;Iut de Nancy-Brabois;30/09/2020;Non;03 83 68 25 40;michael.david@univ-lorraine.fr ;Rue du doyen Urion CS 90137;54601;VILLERS-LES-NANCY CEDEX  ;Non;DUT 
936;Lycée des métiers des sciences et techniques de l'électricité et de la maintenance ;;;;;;;   ;;
937;Lycée Jacques Marquette;13-sept.-16;Non;03 83 80 00 30;ce.0540058@ac-nancy-metz.fr;Place Foch;54701;PONT A MOUSSON ;Oui;Non
938;Lycée polyvalent Jean Zay;13-sept.-16;Non;03 82 46 53 53;ce.0540076@ac-nancy-metz.fr;2 rue de la Tuilerie BP 39;54801;JARNY CEDEX  ;Oui;Oui
939;Lycée Saint-Louis;13-sept.-16;Non;03 29 79 02 88;lycee@jpii.fr;28 Rue Voltaire - BP 9 BP 20009;55001;BAR LE DUC CEDEX;Oui;Non
940;Lycée Raymond Poincaré;13-sept.-16;Non;03 29 45 32 00;ce.0550002@ac-nancy-metz.fr;1 Place Paul Lemagny BP522;55012;BAR LE DUC CEDEX;Oui;Oui
941;Lycée Sainte-Anne;13-sept.-16;Non;03 29 83 36 50; ste.anne.ver@scolalor.net;14 rue Mautroté BP 20131;55104;VERDUN CEDEX  ;Oui;Non
942;Lycée des métiers de la productique, des automatismes et des énergies renouvelables ;;;;;;;   ;;
943;Institution Jeanne d'Arc;13-sept.-16;Non;03 29 91 00 55;lsjaco2@scolalor.tm.fr;23 rue Poincaré;55200;COMMERCY   ;Oui;Non
944;Lycée polyvalent Henri Vogt;13-sept.-16;Non;03 29.91.79.00 ;ce.0550008@ac-nancy-metz.fr;12 rue André Malraux BP 109;55205;COMMERCY CEDEX  ;Oui;Oui
945;Lycée polyvalent Alfred Kastler;13-sept.-16;Non;03 29 80 35 54 ;ce.0550072@ac-nancy-metz.fr;1 Rue de Münnerstadt;55700;STENAY   ;Oui;Non
946;Lycée de la Miséricorde;13-sept.-16;Non;03 87 75 45 76 ;renseignements@misericorde.info;11 Rue des Récollets;57000;METZ   ;Oui;Non
947;Lycée Louis Vincent;13-sept.-16;Oui;03 87 66 48 22;ce.0570058@ac-nancy-metz.fr;1 Rue de Verdun;57000;METZ   ;Oui;Oui
948;Lycée polyvalent Louis de Cormontaigne;13-sept.-16;Non;03 87 31 85 31;ce.0573227@ac-nancy-metz.fr;12 Place Cormontaigne BP 70624;57010;METZ CEDEX 1 ;Oui;Oui
949;Lycée Fabert;29-oct.-15;Non;03 87 30 03 03;ce.0570054@ac-nancy-metz.fr;12 rue St Vincent;57045;METZ CEDEX  ;Oui;CPGE 
950;Iut de Metz;29-sept.-16;Non;03 87 31 51 20;iutmetz-gmp-chef@univ-lorraine.fr ;Ile du Saulcy CO 10628;57045;METZ CEDEX 1 ;Non;DUT 
951;Iut de Metz;29-sept.-16;Non;387315180;iutmetz-info-chef@univ-lorraine.fr ;Ile du Saulcy CO 10628;57045;METZ CEDEX 1 ;Non;DUT 
952;Lycée Georges de la Tour;13-sept.-16;Non;03 87 66 98 35;ce.0572757@ac-nancy-metz.fr;Place Maud-Huy;57045;METZ CEDEX 1 ;Oui;CPGE 
953;Institution de la Salle;13-sept.-16;Non;03 87 20 02 00;info@dlsmetz.net;2 Rue Saint Maximin;57070;METZ   ;Oui;Non
954;Lycée de la communication;13-sept.-16;Non;03 87 75 87 00 ;lycom@ac-nancy-metz.fr;3 Boulevard Arago;57070;METZ   ;Oui;Non
955;Lycée Robert Schuman;13-sept.-16;Non;03 87 76 40 40;ce.0570057@ac-nancy-metz.fr;4 Rue Monseigneur Pelt - BP 5130 BP 55130;57074;METZ CEDEX 3 ;Oui;Oui
956;Iut de Metz - Site du Technopôle;29-sept.-16;Non;03 87 31 51 40; iutmetz-mp-chef@univ-lorraine.fr ;Technopole Metz 2000  8 Rue Marconi ;57078;METZ CEDEX 3 ;Non;DUT MP
957;Iut de Moselle-Est - Site de Forbach;29-sept.-16;Non;03 87 13 07 67;elodie.sale@univ-lorraine.fr ;1 Rue Camille Weiss;57082;FORBACH   ;Non;DUT SGM
958;Lycée Charlemagne;13-sept.-16;Non;03 82 59.11.80 ;ce.0570106@ac-nancy-metz.fr;17 Avenue Clémenceau;57100;THIONVILLE   ;Oui;Non
959;Lycée des métiers des sciences et des techniques La Briquerie;13-sept.-16;Non;03 82.53.27.60;ce.0570108@ac-nancy-metz.fr;15 Route de la Briquerie;57100;THIONVILLE   ;Oui;Oui
960;Lycée Hélène Boucher;13-sept.-16;Non;03 82 53 21 88;ce.0570107@ac-nancy-metz.fr;55 Boulevard Foch;57100;THIONVILLE   ;Oui;Non
961;Lycée Jean-Baptiste Colbert;13-sept.-16;Non;03 82 88 47 06;ce.0572027@ac-nancy-metz.fr;7 Impasse Colbert;57100;THIONVILLE   ;Oui;Non
962;Lycée Saint-Pierre Chanel;13-sept.-16;Non;03 82 88 11 34 ;spcthi2@scolalor.tm.fr;33 Rue du Chardon  BP 40549;57109;THIONVILLE   ;Oui;Non
963;Lycée polyvalent Julie Daubié;13-sept.-16;Non;03 87.67.17.90;ce.0570146@ac-nancy-metz.fr;Rue Joffre;57120;ROMBAS   ;Oui;Oui
964;Lycée Notre-Dame de la Providence;13-sept.-16;Non;03 82 82 48 20;la-pro@indp57.fr;22 Place Notre Dame BP 30324;57123;THIONVILLE CEDEX  ;Oui;Non
965;Lycée polyvalent Félix Mayer;13-sept.-16;Non;03 87 29 27 17 ;ce.0572022@ac-nancy-metz.fr;2 Square Georges Bastide  BP 85;57150;CREUTZWALD   ;Oui;Non
966;Lycée Sainte-Chrétienne;13-sept.-16;Non;03 87 98 05 51;isc.sarg@wanadoo.fr;20 Rue Ste Croix BP 40409;57204;SARREGUEMINES CEDEX  ;S;Non
967;Lycée des métiers des services aux entreprises Henri Nominé;13-sept.-16;Non;03 87.95.31.32;ce.0570099@ac-nancy-metz.fr;60 rue Maréchal Foch  BP 91159;57215;SARREGUEMINES CEDEX  ;Oui;Oui
968;Lycée Jean de Pange;13-sept.-16;Non;03 87 98 07 73;ce.0570098@ac-nancy-metz.fr;16 rue du Lycée BP 61119;57216;SARREGUEMINES   ;S;Non
969;Lycée polyvalent Teyssier;13-sept.-16;Non;03 87 96 05 47 ;ce.0573326@ac-nancy-metz.fr;23 Rue Schellenthal BP 50050;57231;BITCHE   ;S;Non
970;Lycée polyvalent Charles Hermite;13-sept.-16;Non;03 87 86 00 55;ce.0570021@ac-nancy-metz.fr;6 rue du Calvaire;57260;DIEUZE   ;S;Non
971;Lycée Antoine de Saint-Exupéry;13-sept.-16;Non;03 82 59 18 20;ce.0570023@ac-nancy-metz.fr;11 Avenue St Exupéry;57290;FAMECK   ;S;Non
972;Lycée des métiers des sciences et des technologies de l'information et des réseaux Condorcet;13-sept.-16;Non;03 87 29 25 40;ce.0573231@ac-nancy-metz.fr;Rue de l'Etang  BP 80506;57354;SCHOENECK CEDEX  ;S - STI2D;Non
973;Lycée Saint-Antoine;13-sept.-16;Non;03 87 24 30 22;antpha2@scolalor.tm.fr;Chemin des Dames;57370;PHALSBOURG   ;S;Non
974;Lycée Erckmann Chatrian;13-sept.-16;Non;03 87 24 32 11;ce.0570081@ac-nancy-metz.fr;13 Rue de l'Arsenal BP 10229;57372;PHALSBOURG CEDEX  ;S;Non
975;Lycée polyvalent Mangin;13-sept.-16;Non;03 87 17 94 00;ce.0570094@ac-nancy-metz.fr;34 rue Gambetta BP 70035;57401;SARREBOURG CEDEX  ;S - STI2D;SN
976;Lycée des métiers du tertiaire Jean-Victor Poncelet;13-sept.-16;Non;03 87 93 94 95;ce.570085@ac-nancy.metz.fr;Rue des Anglais;57500;SAINT AVOLD  ;S;Non
977;Iut de Moselle-Est - Site de Saint-Avold;30/09/2016;Non;03 87 93 91 00;mostefa@univ-metz.fr ;Rue Victor Demange;57500;SAINT-AVOLD   ;Non;DUT CHIMIE
978;Lycée des métiers des technologies innovantes Charles Jully;13-sept.-16;Non;03 87.29.30.20;ce.0570087@ac-nancy-metz.fr;59 rue du Maréchal Foch  BP 91008;57500;ST AVOLD CEDEX ;S - STI2D - STL;CPRP - CPI - CRSA -ELEC 
979;Ensemble scolaire Saint-Joseph La Providence ;13-sept.-16;Non;03 87 85 45 23;ensemble.scolaire@saintjoseph-laprovidence.fr;2 Avenue du Général Passaga;57600;FORBACH   ;S;Non
980;Lycée des métiers de service à l'entreprise Blaise Pascal;13-sept.-16;Non;03 87 29 31 50 ;e.0570030@ac-nancy-metz.fr;Rue Paul Ney  BP 90334;57608;FORBACH   ;STL;Non
981;Iut de Moselle-Est - Site de Forbach;29-sept.-16;Non;03 87 13 07 67;elodie.sale@univ-lorraine.fr ;1, rue Camille Weiss;57608;FORBACH CEDEX  ;Non;CPGE  SGM
982;Lycée Jean Moulin;13-sept.-16;Non;03 87 84 66 60;ce.0570029@ac-nancy-metz.fr;7 rue Maurice Barrès;57608;FORBACH CEDEX  ;S;CPGE MP
983;Lycée Jean XXIII;13-sept.-16;Non;03 87 62 41 11;secretariat@jean23.org;10 Rue Monseigneur Heintz  BP 20814;57958;MONTIGNY LES METZ ;S - STL;Non
984;Iut de Thionville-Yutz;29-sept.-16;Non;03 82 82 06 00;iutty-gb-contact@univ-lorraine.fr ;Impasse Alfred Kastler Espace Cormontaigne;57970;YUTZ   ;Non;DUT BIO
985;Iut de Thionville-Yutz;29-sept.-16;Non;38282060;iutty-gim-contact@univ-lorraine.fr ;Impasse Alfred Kastler Espace Cormontaigne;57970;YUTZ   ;Non;DUT GIM
986;Iut Epinal - Hubert Curien;29-sept.-16;Non;03 54 50 48 20;philippe.thomas@univ-lorraine.fr ;7, rue des Fusillés de la Résistance;88010;EPINAL   ;Non;DUT GIM
987;Iut Epinal - Hubert Curien;29-sept.-16;Non;03 54 50 48 30;regis.henrion@univ-lorraine.fr ;7, rue des Fusillés de la Résistance;88010;EPINAL   ;Non;DUT QLIO
988;Ensemble scolaire Notre-Dame - Saint-Joseph;13-sept.-16;Non;03 29 64 43 43;direction@esepinal.fr;23 rue Thiers;88012;EPINAL CEDEX  ;S;TC
989;Lycée Claude Gellée;13-sept.-16;Non;03 29 82 49 89;ce.0880020@ac-nancy-metz.fr;44 rue Abel Ferry  BP 589;88021;EPINAL CEDEX  ;S;CPGE MP
990;Lycée des métiers de la conception, de l'automatique et de l'énergie Pierre Mendès France;13-sept.-16;Non;03 29.81.21.81;ce.0880021@ac-nancy-metz.fr;2 rue du Haut des Etages;88021;EPINAL CEDEX  ;S - STL - STI2D;CRSA - ELEC - SN
991;Lycée Louis Lapicque;13-sept.-16;Non;03 29 82 47 42;ce.0880019@ac-nancy-metz.fr;5 Rue Nicolas Bellot BP 587;88021;EPINAL CEDEX  ;S;Non
992;Lycée des métiers de l'ingénierie et des créations industrielles Georges Baumont;13-sept.-16;Non;03 29 53 57 57;ce.0880152@ac-nancy-metz.fr;32 rue de l'Orme BP 52047;88100;SAINT DIÉ  ;S - STI2D;Oui
993;Iut de Saint-Dié-des-Vosges;29-sept.-16;Non;03 29 53 60 01; iutsd-chef-geii@univ-lorraine.fr ;11 Rue de l'Université ;88100;SAINT-DIE-DES-VOSGES   ;Non;DUT GEII
994;Iut de Saint-Dié-des-Vosges;29-sept.-16;Non;03 29 53 60 02;iutsd-chef-info@univ-lorraine.fr ;11 Rue de l'Université ;88100;SAINT-DIE-DES-VOSGES   ;Non;DUT INFO
995;Lycée Beau Jardin;13-sept.-16;Non;03 29 56 13 52;bjdie2@scolalor.net;9 Rue du Beau Jardin BP 4156;88104;SAINT DIÉ  ;S;Non
996;Lycée Jules Ferry;13-sept.-16;Non;03 29 56 26 68 ;ce.0880055@ac-nancy-metz.fr;48 rue Saint Charles;88109;SAINT DIÉ  ;S;Non
997;Lycée Jeanne d'Arc;13-sept.-16;Non;03 29 62 23 73;jdarem2@scolalor.tm.fr;2 rue Maldoyenne;88200;REMIREMONT   ;S;Non
998;Lycée des métiers André Malraux;13-sept.-16;Non;03 29.62.49.23 ;ce.0880153@ac-nancy-metz.fr;13 Rue de l'Epinette  BP 20160;88200;REMIREMONT CEDEX  ;S - STI2D;CPRP - TC
999;Lycée des métiers des arts de l'habitat et de l'ameublement Pierre et Marie Curie;13-sept.-16;Non;03 29 95 21 21;ce.0880040@ac-nancy-metz.fr;Rue Victor Martin BP 269;88307;NEUFCHATEAU CEDEX  ;S;Non
1000;Lycée La Haie Griselle;13-sept.-16;Non;03 29 63 13 01;ce.0880030@ac-nancy-metz.fr;25 Chemin des Epinettes  BP 109;88407;GERARDMER CEDEX  ;S;Non
1001;Lycée polyvalent Jean-Baptiste Vuillaume;13-sept.-16;Non;03 29 37 06 33;ce.0880036@ac-nancy-metz.fr;5 Avenue Graillet BP 109;88503;MIRECOURT CEDEX  ;S - STI2D;Non
1002;Lycée Jean Lurçat;13-sept.-16;Non;03 29 50 51 32 ;ce.0880004@ac-nancy-metz.fr;22 Avenue de Lattre de Tassigny;88600;BRUYERES   ;S;Non
1003;IUT;;Non;04 97 25 82 00;;41 Bd Napoléon III;6206;NICE CEDEX 3 ;Non;DUT INFO
1004;IUT;;Non;;;41 Bd Napoléon III;6206;NICE CEDEX 3 ;Non;DUT GEII
1005;IUT;;Non;04 93 95 51 00 ;;650 Route des Colles;6560;VALBONNE   ;Non;DUT OGP
1006;IUT;;Non;;;650 Route des Colles;6560;VALBONNE   ;Non;DUT GTR
1007;Lycée général et technologique privé Saint-Félix - La Salle;21/10/2016;oui;;;;;   ;Oui;Oui
1008;IUT;;Non;02 40 30 60 90;;3 Rue du Maréchal Joffre  BP 34103;44041;NANTES CEDEX 1 ;Non;DUT INFO
1009;IUT;;Non;;;3 Rue du Maréchal Joffre  BP 34103;44041;NANTES CEDEX 1 ;Non;DUT GEII
1010;IUT;;Non;;;Rue Christian Pauc - La Chantrerie   BP 50609;44306;NANTES CEDEX 3 ;Non;DUT OGP
1011;IUT;;Non;;;2 Avenue du Professeur Jean Rouxel  BP 539 ;44475;CARQUEFOU CEDEX  ;Non;DUT SGM
1012;IUT;;Non;;;2 Avenue du Professeur Jean Rouxel  BP 539 ;44475;CARQUEFOU CEDEX  ;Non;DUT GTE
1013;IUT;;Non;;;2 Avenue du Professeur Jean Rouxel  BP 539 ;44475;CARQUEFOU CEDEX  ;Non;DUT GMP
1014;Lycée Notre Dame d'Espérance;20-oct.-15;Non;02 40 01 81 82;secretariat@lycee-notredame.fr;15 Rue du Bois Savary;44600;SAINT NAZAIRE  ;Oui;Non
1015;IUT;;Non;02 40 17 81 59;iut@iutsn.univ-nantes.fr;58 Rue Michel Ange   BP 420 ;44606;SAINT NAZAIRE CEDEX ;Non;DUT MP
1016;IUT;;Non;;;58 Rue Michel Ange   BP 420 ;44606;SAINT NAZAIRE CEDEX ;Non;DUT GIM
1017;IUT;;Non;;;58 Rue Michel Ange   BP 420 ;44606;SAINT NAZAIRE CEDEX ;Non;DUT GC-GP
1018;IUT;;Non;;;58 Rue Michel Ange   BP 420 ;44606;SAINT NAZAIRE CEDEX ;Non;DUT GC
1019;ETSCO - Ecole technique supérieure de chimie de l'Ouest;21/10/2016;Oui;02 41 88 98 33;ce.etsco@uco.fr;50 rue Michelet  BP 10808;49008;ANGERS CEDEX 1 ;Non;Oui
1020;IUT;;Non;02.41.73.52.52;;4 Bd Lavoisier  BP 42018;49016;ANGERS CEDEX  ;Non;DUT GEII
1021;IUT;;Non;;;4 Bd Lavoisier  BP 42018;49016;ANGERS CEDEX  ;Non;DUT BIO
1022;IUT;;Non;02 41 49 16 60;;3 Rue Henri Huré;49300;CHOLET   ;Non;DUT GMP
1023;IUT;;Non;;;52 Rue des Docteurs Calmette et Guérin  BP 2045;53000;LAVAL C EDEX 9;Non;DUT SRC
1024;IUT;;Non;02 43 59 49 05;;52 Rue des Docteurs Calmette et Guérin  BP 2045;53000;LAVAL CEDEX 9 ;Non;DUT BIO
1025;IUT;;Non;02 43 83 34 01;;Université du Maine  Avenue Olivier Messiaen;72085;LA MANS CEDEX 9;Non;DUT CHIMIE
1026;IUT;;Non;;;Université du Maine  Avenue Olivier Messiaen;72085;LA MANS CEDEX 9;Non;DUT MP
1027;IUT;;Non;;;Université du Maine  Avenue Olivier Messiaen;72085;LA MANS CEDEX 9;Non;DUT GMP
1028;IUT;;Non;04 94 19 66 00;;200 Avenue Victor Sergent;83700; SAINT RAPHAEL ;Non;DUT SRC
1029;IUT;;Non;04 94 14 22 08;;Avenue de l'Université   BP 132;83957;LA GARDE CEDEX ;Non;DUT GMP
1030;IUT;;Non;;;Avenue de l'Université   BP 132;83957;LA GARDE CEDEX ;Non;DUT BIO
1031;IUT;;Non;;;Avenue de l'Université   BP 132;83957;LA GARDE CEDEX ;Non;DUT GIM
1032;IUT;;Non;;;Avenue de l'Université   BP 132;83957;LA GARDE CEDEX ;Non;DUT GEII
1033;IUT;;Non;02.51.47.40.03;alain.duboux@iut-laroche.univ-nantes.fr;18 Boulevard Gaston Deferre;85000;LA ROCHE SUR YON;Non;DUT BIO
1034;Lycée des métiers de la chimie Thierry Maulnier;21/10/2016;Oui;;;;;   ;Oui;Oui
1035;Lycée ROUVIERE;21-oct.-15;Non;04 94.27.39.44;ce.0831616f@ac-nice.fr;Quartier Ste Musse BP 1205;83070;TOULON   ;Oui;Oui
1036;Lycée Jacques Coeur;28-oct.-15;Non;02 48 67 83 00;ce.0180007k@ac-orleans-tours.fr;108 rue Jean Baffier;18000;BOURGES   ;Oui;Oui
1037;Lycée Marguerite de Navarre;16-oct.-06;Non;02 48 67 50 10 ;ce.0180006j@ac-orleans-tours.fr;50 rue Vauvert;18000;BOURGES   ;Oui;Non
1038;Lycée Pierre-Emile Martin;26-sept.-14;Non;02 48 48 13 93;ce.0180008l@ac-orleans-tours.fr;;;   ;;
1039;IUT;;Non;02 48 23 80 80;;63 Avenue de Lattre de Tassigny;18020;BOURGES CEDEX  ;Non;DUT GC
1040;IUT;;Non;;;63 Avenue de Lattre de Tassigny;18020;BOURGES CEDEX  ;Non;DUT OGP
1041;IUT;;Non;;;63 Avenue de Lattre de Tassigny;18020;BOURGES CEDEX  ;Non;DUT GMP
1042;IUT;;Non;;;63 Avenue de Lattre de Tassigny;18020;BOURGES CEDEX  ;Non;DUT MP
1043;Lycée privé Sainte-Marie Saint-Dominique;28-oct.-15;Non;02 48 50 96 60;ce.0180561m@ac-orleans-tours.fr;38 Rue Jean Baffier;18020;BOURGES CEDEX  ;Oui;Non
1044;Lycée Henri Brisson;26-oct.-15;Non;02 48 52 74 00;ce.180036s@ac-orleans-tours.fr;25 avenue Henri Brisson;18100;VIERZON   ;Oui;Oui
1045;LEGTA - Lycée d'enseignement général et technologique agricole de Bourges;;Non;02 48 69 74 60;legta.bourges@educagri.fr;Le Sollier;18570;LE SUBDRAY CEDEX ;Oui;Non
1046;IUT;;Non;02-37-91-83-00;levi.allam@univ-orleans.fr;1 Place Pierre Mendès France;28000;CHARTRES   ;Non;DUT GIM
1047;IUT;;Non;02 37 34 16 53;;1 Place Pierre Mendès France;28000;CHARTRES   ;Non;DUT GEII
1048;Lycée privé Notre-Dame;21/10/2016;Oui;;ce.0280665w@ac-orleans-tours.fr;2 avenue Bethouart;28000;CHARTRES   ;Oui;Oui
1049;Lycée Jehan de Beauce;26-oct.-15;Non;02 37 18 78 00; ce.0280044w@ac-orleans-tours.fr;20 rue du Commandant Chesne ;28000;CHARTRES   ;Oui;Oui
1050;Lycée Edouard Branly;26-oct.-15;Non;02 37 62 58 58; ce.0280021w@ac-orleans-tours.fr;29 avenue Kennedy;28100;DREUX   ;S - STI2D;ELEC
1051;Lycée Rotrou;26-oct.-15;Non;02 37 38 90 00;ce.0280019u@ac-orleans-tours.fr;Les Marchebeaux;28100;DREUX   ;S - STL;BIO MEDI - QIAB
1052;Lycée d'enseignement agricole privé de Nermont;;Non;02 37 44 60 60;chateaudun@cneap.fr;2 rue de Nermont , La Chapelle du noyer;28200;CHÂTEAUDUN   ;Oui;Non
1053;LEGTA - Lycée d'enseignement général et technologique agricole de Chartres;;Non;02 37 33 72 00;legta.chartres@educagri.fr;La Saussaye;28630;SOURS   ;Oui;Non
1054;IUT;;Non;02 54 08 25 54;;2 avenue François Mitterrand;36000;CHATEAUROUX   ;Non;DUT GEII
1055;Lycée BLAISE PASCAL;19-janv.-12;Non;02 54 53 55 00; ce.0360043b@ac-orleans-tours.fr;27 boulevard Blaise Pascal ;36000;CHATEAUROUX   ;Oui;Oui
